youtubeID,shot,concept,start,end,concepts,probability
l2VLTGk20g4,shot_14,24875,103.603500,128.495026,#vehicle/#outdoor/#car/#car_racing/#ground_vehicles,113.213097
T-woxJS-0vw,shot_94,43978,826.292114,831.497314,#sports_car/#car_racing/#car/#text/#vehicle,827.226379
HiBAV1BEUdY,shot_195,92223,453.152710,464.897766,#ground_vehicles/#exiting_a_vehicle/#vehicle/#car/#outdoor,460.393280
tzlA-xKNQ1Y,shot_51,102228,314.614288,321.020691,#vehicle/#ground_vehicles/#car/#outdoor/#yasser_arafat,314.747772
dXQoHF80AGw,shot_18,54,322.255280,333.966980,#car/#primate/#ground_vehicles/#vehicle/#exiting_a_vehicle,322.355377
FziCy4qCVxY,shot_12,100241,209.133331,229.633331,#truck/#ground_vehicles/#vehicle/#road/#outdoor,225.600006
XKy76I4848w,shot_89,24328,963.896240,971.937622,#sports_car/#car/#vehicle/#car_racing/#ground_vehicles,968.300659
hdjUVSQ1zR4,shot_80,2586,211.240005,217.759995,#car/#ground_vehicles/#vehicle/#text/#outdoor,215.839996
-3jWVTKYcP0,shot_96,77975,561.000000,575.960022,#outdoor/#car_racing/#car/#vehicle/#ground_vehicles,573.000000
n2hpMII8aIY,shot_450,89001,837.369873,844.210022,#vehicle/#ground_vehicles/#daytime_outdoor/#car/#outdoor,839.371887
whs7rDAzLAc,shot_11,96204,112.360001,124.839996,#car/#vehicle/#ground_vehicles/#outdoor/#yasser_arafat,116.680000
XuHIemMF4kY,shot_61,102412,174.465958,183.516663,#vehicle/#exiting_a_vehicle/#ground_vehicles/#construction_vehicles/#car,182.765915
KVdme4ISq8Y,shot_36,88311,261.239990,269.880005,#vehicle/#car/#outdoor/#ground_vehicles/#yasser_arafat,264.119995
KVdme4ISq8Y,shot_58,88333,437.320007,445.480011,#vehicle/#ground_vehicles/#car/#outdoor/#driver,440.200012
imoPP67VhPs,shot_218,42568,1219.451538,1225.057129,#outdoor/#vehicle/#ground_vehicles/#exiting_car/#car,1222.387817
dMJCxAlifZE,shot_830,27082,4085.600098,4092.479980,#outdoor/#car/#vehicle/#car_racing/#ground_vehicles,4090.560059
D7qREVsxpp4,shot_1,6693,12.040000,18.760000,#vehicle/#car/#ground_vehicles/#text/#yasser_arafat,16.799999
aiRgiivuK5E,shot_16,12279,141.800003,151.679993,#ground_vehicles/#vehicle/#outdoor/#car/#exiting_car,146.160004
7VXYKnkGRPA,shot_11,83078,61.480000,69.720001,#car_racing/#sports_car/#sports/#vehicle/#car,66.639999
MGBhVKhwV1I,shot_9,89201,42.208832,47.614231,#vehicle/#car/#ground_vehicles/#primate/#outdoor,42.242199
JQ1znzwYrIs,shot_10,89624,301.601288,315.782135,#vehicle/#ground_vehicles/#car/#primate/#outdoor,312.445465
BS51GjmXECU,shot_21,43586,120.745628,125.834045,#ground_vehicles/#car/#outdoor/#vehicle/#truck,121.621498
Pe7YunsEg2M,shot_18,16908,144.210739,150.149994,#car/#ground_vehicles/#vehicle/#outdoor/#yasser_arafat,149.349197
ZFBqQRWq_Yg,shot_364,80590,1312.520020,1329.400024,#car/#outdoor/#ground_vehicles/#vehicle/#text,1317.239990
aiRgiivuK5E,shot_26,12289,241.119995,250.160004,#ground_vehicles/#vehicle/#outdoor/#car/#eukaryotic_organism,244.559998
6dvPDeWmfio,shot_4,6348,251.639999,279.000000,#vehicle/#car/#ground_vehicles/#yasser_arafat/#outdoor,266.399994
jFMj5gzeqLQ,shot_36,7587,274.816223,282.865906,#vehicle/#outdoor/#car/#ground_vehicles/#yasser_arafat,279.696075
aWDHa-ZBvqo,shot_18,72293,112.199997,119.633331,#outdoor/#vehicle/#road/#ground_vehicles/#person,119.400002
b1t8BNB-RHs,shot_421,85780,1251.959961,1260.560059,#vehicle/#ground_vehicles/#car/#outdoor/#exiting_a_vehicle,1257.479980
fR9XTgENDBQ,shot_98,7046,232.231995,237.770874,#ground_vehicles/#vehicle/#car/#outdoor/#man_made_thing,234.233994
Sh_8zMVlNVM,shot_116,108788,437.687256,442.733948,#ground_vehicles/#vehicle/#car/#outdoor/#sports_car,437.687256
2ua47NufNGw,shot_100,25240,364.880005,383.839996,#car/#exiting_a_vehicle/#primate/#ground_vehicles/#vehicle,366.239990
Oxk_SzH49-A,shot_28,80152,198.733337,204.699997,#driver/#vehicle/#ground_vehicles/#car/#outdoor,203.699997
BS51GjmXECU,shot_34,43599,167.584076,174.674500,#outdoor/#ground_vehicles/#car/#urban_scenes/#bus,170.670502
ACRn2oSVUJU,shot_22,96771,253.953705,274.641022,#vehicle/#car/#ground_vehicles/#sports_car/#outdoor,265.198273
5U798WKOhvk,shot_10,10047,374.440002,388.559998,#vehicle/#car/#exiting_a_vehicle/#outdoor/#ground_vehicles,384.480011
F7Esgog-B0E,shot_7,44309,32.632599,38.004635,#vehicle/#ground_vehicles/#car/#car_crash/#outdoor,34.300934
pmEIZs6xU2g,shot_178,10238,566.679993,572.280029,#car/#vehicle/#outdoor/#ground_vehicles/#sports_car,567.239990
Yn25x_H3rqQ,shot_49,113943,773.072327,785.951843,#car/#vehicle/#ground_vehicles/#female_human_face/#person,778.244141
q3YPTkBRaOk,shot_9,83908,35.320000,41.119999,#car_racing/#sports_car/#car/#outdoor/#vehicle,40.320000
o9fUF0Mby68,shot_30,7252,685.718384,696.629272,#car/#vehicle/#ground_vehicles/#yasser_arafat/#man_made_thing,689.121765
pra3y-bbltM,shot_18,81785,418.799988,434.600006,#outdoor/#vehicle/#car/#ground_vehicles/#eukaryotic_organism,431.279999
PDA78CgjiE8,shot_40,46249,211.277939,218.952286,#ground_vehicles/#outdoor/#car/#vehicle/#car_racing,212.979645
vZD8rfF0-n8,shot_86,94765,442.842407,461.561096,#driver/#vehicle/#car/#ground_vehicles/#eukaryotic_organism,455.655212
tjRro-aHbRI,shot_80,1857,892.900024,908.466675,#vehicle/#car/#ground_vehicles/#man_made_thing/#yasser_arafat,906.566650
O4Y0IGVtjfo,shot_82,77790,616.159973,625.159973,#vehicle/#ground_vehicles/#car/#person/#outdoor,618.760010
tjRro-aHbRI,shot_70,1847,797.866638,810.866638,#vehicle/#car/#primate/#ground_vehicles/#man_made_thing,802.799988
-Tzc7SBkcV4,shot_61,115673,396.763031,408.474731,#outdoor/#vehicle/#car/#ground_vehicles/#exiting_car,405.071320
LGtB3B-Gikc,shot_11,90991,92.759331,98.832069,#vehicle/#ground_vehicles/#outdoor/#motorcycle/#car,97.931168
A__FwwWGR2I,shot_41,110548,283.741791,291.582947,#outdoor/#ground_vehicles/#car/#vehicle/#road,288.496552
kUX0PHq1M7U,shot_291,49388,2129.827637,2135.566650,#vehicle/#ground_vehicles/#truck/#car/#pickup_truck,2132.630615
xix27wqyXl8,shot_178,101303,1740.719971,1763.000000,#car/#text/#vehicle/#car_racing/#sports_car,1741.040039
0JXDcJQqZrA,shot_559,103839,2064.520752,2070.068115,#ground_vehicles/#construction_vehicles/#vehicle/#outdoor/#exiting_a_vehicle,2064.520752
VxvAkUupnKw,shot_18,72571,280.780487,286.995056,#exiting_a_vehicle/#car/#vehicle/#ground_vehicles/#yasser_arafat,285.660370
mArW3_iW6UM,shot_139,6634,608.708130,614.113525,#ground_vehicles/#vehicle/#outdoor/#car/#construction_vehicles,611.110474
u48YrUWGj6k,shot_53,998,322.079987,329.559998,#vehicle/#outdoor/#driver/#car/#primate,327.359985
Pity7DWu2ow,shot_32,11910,103.670235,111.010902,#ground_vehicles/#vehicle/#car/#outdoor/#text,107.040268
N3MUS2jt3j0,shot_28,6826,144.477661,150.441956,#vehicle/#car/#ground_vehicles/#text/#outdoor,146.980164
ciOC6Mgqu9Y,shot_8,93097,46.320000,61.279999,#car/#vehicle/#ground_vehicles/#outdoor/#yasser_arafat,47.680000
gw96dizsgR4,shot_17,83177,76.879997,84.160004,#ground_vehicles/#car/#vehicle/#outdoor/#sports_car,82.639999
mcCiX6y35Gs,shot_29,12227,136.960007,146.960007,#vehicle/#car/#ground_vehicles/#yasser_arafat/#man_made_thing,137.080002
eG6nhuxv078,shot_8,98422,62.700001,73.000000,#car/#vehicle/#ground_vehicles/#text/#outdoor,67.933334
XuHIemMF4kY,shot_66,102417,194.277420,205.163300,#vehicle/#car/#outdoor/#ground_vehicles/#eukaryotic_organism,202.285416
3d6pumDP0z8,shot_2,77663,61.279999,66.839996,#ground_vehicles/#driver/#vehicle/#car/#sports_car,61.959999
g-DnQgLt6ok,shot_218,67825,502.566681,509.700012,#outdoor/#ground_vehicles/#car/#vehicle/#road,506.966675
gdCIwZ7S_AQ,shot_1,94437,6.440000,12.960000,#car/#exiting_a_vehicle/#vehicle/#ground_vehicles/#outdoor,8.720000
nSqzp3kdAm4,shot_84,76082,184.199997,190.000000,#vehicle/#car/#outdoor/#yasser_arafat/#ground_vehicles,187.080002
dXQoHF80AGw,shot_4,40,34.701332,47.814434,#ground_vehicles/#vehicle/#car/#text/#man_made_thing,40.507133
TLs44jBjayY,shot_107,99680,430.399994,435.799988,#ground_vehicles/#vehicle/#truck/#outdoor/#car,432.700012
tjRro-aHbRI,shot_84,1861,935.799988,942.466675,#vehicle/#ground_vehicles/#car/#outdoor/#man_made_thing,940.966675
g-DnQgLt6ok,shot_278,67885,839.500000,847.233337,#vehicle/#outdoor/#ground_vehicles/#car/#traffic,846.033325
pcEHZIQJTZk,shot_18,3663,88.588501,100.800697,#outdoor/#vehicle/#road/#car/#ground_vehicles,98.665230
6oOhkp4y9wE,shot_12,3885,482.381897,489.055237,#outdoor/#ground_vehicles/#vehicle/#car/#exiting_a_vehicle,488.488007
ZFBqQRWq_Yg,shot_217,80443,732.880005,738.080017,#vehicle/#outdoor/#car/#car_racing/#ground_vehicles,733.359985
0OxO1ZDKKW8,shot_18,94813,94.839996,103.239998,#vehicle/#driver/#car/#exiting_a_vehicle/#ground_vehicles,96.279999
I28oRm7xoVg,shot_5,38481,77.000000,84.900002,#vehicle/#outdoor/#car/#ground_vehicles/#sports_car,78.800003
WOZqD48yVNo,shot_81,21122,728.861450,748.614563,#vehicle/#car/#ground_vehicles/#outdoor/#yasser_arafat,737.069641
dPV_939p4_8,shot_167,22975,2089.823242,2096.830078,#car_racing/#text/#car/#sports_car/#eukaryotic_organism,2093.226562
amrZT5ssdQU,shot_49,108510,194.928070,200.099899,#outdoor/#vehicle/#car/#ground_vehicles/#yasser_arafat,199.666138
Fv_cgoOVLGE,shot_3,5618,14.920000,22.120001,#vehicle/#ground_vehicles/#car/#outdoor/#yasser_arafat,17.799999
LZVvypdSlS4,shot_107,95903,576.880005,581.880005,#car/#vehicle/#ground_vehicles/#yasser_arafat/#man_made_thing,579.280029
UaZGro6_bdY,shot_37,89962,280.160004,299.160004,#car/#vehicle/#ground_vehicles/#car_racing/#yasser_arafat,293.839996
fR9XTgENDBQ,shot_93,7041,195.895706,205.305099,#ground_vehicles/#vehicle/#car/#eukaryotic_organism/#outdoor,204.604401
WjLJ6i8iYJc,shot_117,75644,295.378418,300.758789,#outdoor/#ground_vehicles/#car/#vehicle/#exiting_car,296.379425
g-DnQgLt6ok,shot_59,67666,230.866669,237.966660,#outdoor/#ground_vehicles/#sports_car/#vehicle/#trees,233.399994
FtnPZKSk1SU,shot_85,98868,1806.571411,1811.943481,#vehicle/#ground_vehicles/#car/#outdoor/#eukaryotic_organism,1807.105347
8Nkj9jH7WkY,shot_16,114062,50.533333,55.700001,#vehicle/#ground_vehicles/#car/#minivan/#outdoor,51.599998
yjbnwPl-8Cs,shot_1,43308,3.737067,9.376033,#outdoor/#vehicle/#ground_vehicles/#car/#road,4.804800
vpV3xYGqh9k,shot_455,104369,1222.304443,1234.816895,#text/#car/#vehicle/#ground_vehicles/#man_made_thing,1226.600342
0ANC3ud0plc,shot_0,94084,0.000000,5.238567,#vehicle/#car/#ground_vehicles/#eukaryotic_organism/#yasser_arafat,0.400400
3cwWXW9bROo,shot_12,81713,184.934753,210.210007,#outdoor/#car/#person/#primate/#ground_vehicles,206.956757
N8AM4fQriDk,shot_21,7667,107.065292,113.238129,#road/#vehicle/#ground_vehicles/#trees/#outdoor,109.067291
p0ymil6jlzw,shot_18,6072,288.855225,311.144165,#outdoor/#vehicle/#car/#ground_vehicles/#person,311.044067
BLwMgTV2shQ,shot_31,87187,169.333328,174.333328,#driver/#vehicle/#ground_vehicles/#outdoor/#car,174.133331
dMJCxAlifZE,shot_809,27061,3971.159912,3976.879883,#outdoor/#car_racing/#car/#sports_car/#ground_vehicles,3976.120117
g-DnQgLt6ok,shot_9,67616,28.266666,35.333332,#traffic/#outdoor/#vehicle/#car/#ground_vehicles,28.666668
T-woxJS-0vw,shot_26,43910,158.591766,167.767593,#car/#outdoor/#vehicle/#sports_car/#ground_vehicles,162.162003
ofYUM5q8Yn8,shot_10,84369,319.480011,324.480011,#outdoor/#vehicle/#ground_vehicles/#car/#vegetation,321.160004
jFMj5gzeqLQ,shot_28,7579,195.403549,200.491959,#vehicle/#car/#yasser_arafat/#man_made_thing/#outdoor,199.449249
fVWbeOa2Ow8,shot_36,7457,236.759995,244.679993,#driver/#vehicle/#car/#outdoor/#ground_vehicles,242.080002
VB9rc2oVvB8,shot_8,106473,107.099998,118.433334,#car/#outdoor/#vehicle/#ground_vehicles/#yasser_arafat,107.466667
_Lc3GJ2O5ic,shot_13,5841,74.440002,84.559998,#road/#outdoor/#trees/#car/#vehicle,74.919998
qWXY96BfNgM,shot_24,103075,199.098907,216.115906,#ground_vehicles/#vehicle/#bus/#outdoor/#road,209.576035
eaOfgevPphk,shot_58,73713,571.946350,589.797546,#vehicle/#car/#ground_vehicles/#yasser_arafat/#exiting_a_vehicle,573.239319
U9vO30n_Hq0,shot_41,77409,229.596268,236.069397,#car/#ground_vehicles/#vehicle/#yasser_arafat/#man_made_thing,229.596268
WjLJ6i8iYJc,shot_20,75547,67.692627,94.052292,#car/#outdoor/#sports_car/#car_racing/#ground_vehicles,87.212128
lP9c44rWiqA,shot_9,110452,39.789749,47.338959,#vehicle/#ground_vehicles/#car/#outdoor/#minivan,46.296249
WOZqD48yVNo,shot_36,21077,361.828125,375.942230,#car/#vehicle/#ground_vehicles/#outdoor/#car_racing,367.567200
3IsqZbhWisc,shot_4,6686,147.247101,155.154999,#vehicle/#ground_vehicles/#outdoor/#car/#eukaryotic_organism,149.048904
L_bLkjBb5co,shot_57,4956,343.676666,352.585571,#vehicle/#ground_vehicles/#car/#outdoor/#exiting_car,352.485474
7hDj9FZ1PnU,shot_12,45873,21.966667,36.666668,#vehicle/#ground_vehicles/#outdoor/#car/#man_made_thing,35.166668
eb1p3GavrwE,shot_42,83059,177.000000,185.080002,#sports_car/#car_racing/#car/#outdoor/#vehicle,182.679993
uHdAd-BaPMU,shot_16,3912,215.566666,229.533340,#outdoor/#vehicle/#car/#ground_vehicles/#driver,228.399994
VtVA1dqU-Wk,shot_96,82969,1376.400024,1398.966675,#text/#ground_vehicles/#vehicle/#car/#outdoor,1380.133301
_EvgxIyI-6A,shot_27,104800,374.140442,382.849121,#vehicle/#car/#ground_vehicles/#yasser_arafat/#man_made_thing,377.510468
T-woxJS-0vw,shot_147,44031,1422.621216,1430.796021,#car/#sports_car/#text/#outdoor/#car_racing,1427.225830
3ea8_CNdJ54,shot_82,11746,334.125458,339.714386,#outdoor/#nighttime/#road/#traffic/#car,338.796783
ofYUM5q8Yn8,shot_4,84363,291.519989,296.519989,#outdoor/#vehicle/#ground_vehicles/#car/#vegetation,291.880005
jkC_ZZueQ6c,shot_3,81735,38.000000,62.720001,#outdoor/#car/#vehicle/#ground_vehicles/#yasser_arafat,44.639999
2YXcqoFlYFY,shot_26,50242,203.369827,214.347473,#vehicle/#outdoor/#ground_vehicles/#car/#eukaryotic_organism,210.210007
RXYv7eymvHo,shot_70,1271,342.760010,349.000000,#outdoor/#car/#highway/#vehicle/#yasser_arafat,348.959991
bRX9kRQy2P0,shot_78,112580,465.131805,471.805145,#exiting_a_vehicle/#vehicle/#ground_vehicles/#primate/#van,468.501831
tjy9j2FNwfk,shot_136,109115,362.929230,370.236542,#ground_vehicles/#vehicle/#outdoor/#car/#eukaryotic_organism,370.103058
dQRqGs351Ds,shot_33,113731,241.639999,248.720001,#car/#vehicle/#outdoor/#ground_vehicles/#eukaryotic_organism,248.360001
iT2nUGKc6Ec,shot_12,46135,187.854340,208.942062,#car/#vehicle/#ground_vehicles/#outdoor/#yasser_arafat,191.024170
_CiPIOLR-I0,shot_5,82544,49.549500,59.601208,#outdoor/#car/#ground_vehicles/#vehicle/#text,52.218834
_10QIQ_Hj2c,shot_7,3862,134.167496,146.446442,#vehicle/#car/#ground_vehicles/#yasser_arafat/#man_made_thing,145.879211
aWDHa-ZBvqo,shot_40,72315,225.699997,231.066666,#vehicle/#traffic/#road/#highway/#outdoor,229.533340
nxJbS4TnuDY,shot_6,93212,249.000000,254.433334,#vehicle/#ground_vehicles/#car/#outdoor/#yasser_arafat,251.199997
FtnPZKSk1SU,shot_83,98866,1794.058960,1800.665527,#vehicle/#ground_vehicles/#car/#outdoor/#eukaryotic_organism,1795.894043
p0ymil6jlzw,shot_0,6054,0.000000,13.279933,#vehicle/#ground_vehicles/#outdoor/#car/#pickup_truck,2.002000
9N1iw5Vdim8,shot_40,69949,181.047531,196.829971,#outdoor/#vehicle/#car/#ground_vehicles/#sports_car,182.582397
anw2cY8f1t0,shot_49,5705,109.519997,115.959999,#text/#ground_vehicles/#car/#person/#vehicle,110.040001
iR9XhQow1Qc,shot_5,83795,398.533325,404.633331,#ground_vehicles/#outdoor/#road/#car/#vehicle,399.133331
BLwMgTV2shQ,shot_51,87207,444.066681,449.299988,#driver/#outdoor/#vehicle/#car/#primate,447.299988
aiRgiivuK5E,shot_29,12292,259.720001,274.320007,#ground_vehicles/#vehicle/#outdoor/#car/#road,270.000000
T-woxJS-0vw,shot_64,43948,552.084839,559.492249,#sports_car/#car/#car_racing/#man_made_thing/#outdoor,552.652100
oNAh6dpBS40,shot_110,78510,318.151154,323.156158,#text/#car/#sports_car/#car_racing/#outdoor,320.778778
anw2cY8f1t0,shot_145,5801,467.720001,475.160004,#ground_vehicles/#outdoor/#vehicle/#text/#truck,467.880005
SdHp9o3s--s,shot_14,24902,106.406303,113.780334,#vehicle/#outdoor/#car/#yasser_arafat/#car_racing,110.443665
gxeKvpC9oXk,shot_4,35747,12.600000,26.100000,#outdoor/#text/#car/#road/#vehicle,18.766666
DHhNOOewbhM,shot_60,35889,577.276672,586.319092,#sports_car/#vehicle/#car_racing/#outdoor/#car,582.548645
U_ed8pBMel4,shot_126,5340,212.279999,220.119995,#ground_vehicles/#vehicle/#car_racing/#outdoor/#sports_car,213.559998
O4Y0IGVtjfo,shot_49,77757,352.399994,358.559998,#vehicle/#ground_vehicles/#car/#outdoor/#exiting_a_vehicle,357.399994
cdLrYS_3PmI,shot_29,97094,106.040001,116.599998,#vehicle/#car/#ground_vehicles/#yasser_arafat/#man_made_thing,106.320000
dXQoHF80AGw,shot_10,46,83.216469,91.324570,#car/#primate/#eukaryotic_organism/#vehicle/#yasser_arafat,89.456032
pdZHxl9BQaY,shot_18,77455,251.166672,257.533325,#outdoor/#vehicle/#ground_vehicles/#car/#bus,251.166672
oRiGKtwoAG0,shot_7,96784,34.768066,41.775066,#ground_vehicles/#vehicle/#car/#outdoor/#yasser_arafat,36.936901
3fnTZKvX5jg,shot_210,77144,571.654419,581.497559,#car/#vehicle/#text/#outdoor/#eukaryotic_organism,573.364441
9N1iw5Vdim8,shot_11,69920,53.019634,77.477402,#vehicle/#car/#primate/#outdoor/#ground_vehicles,67.267197
VPmK1O1g8Tk,shot_40,12015,308.160004,318.320007,#vehicle/#car/#ground_vehicles/#man_made_thing/#yasser_arafat,316.519989
Z3_uDc0X0K0,shot_79,10770,448.714935,461.994873,#car/#outdoor/#ground_vehicles/#vehicle/#eukaryotic_organism,461.594452
0JXDcJQqZrA,shot_108,103388,321.779785,327.493835,#ground_vehicles/#vehicle/#primate/#truck/#van,326.784790
5etp1AcKcj8,shot_5,4980,39.000000,67.440002,#ground_vehicles/#vehicle/#car/#outdoor/#eukaryotic_organism,65.879997
FtnPZKSk1SU,shot_87,98870,1816.281128,1828.226440,#ground_vehicles/#vehicle/#outdoor/#car/#eukaryotic_organism,1826.724854
_Lc3GJ2O5ic,shot_25,5853,160.240005,169.759995,#ground_vehicles/#road/#outdoor/#vehicle/#trees,163.600006
VxvAkUupnKw,shot_43,72596,551.551025,561.644409,#driver/#car/#outdoor/#construction_vehicles/#ground_vehicles,561.519287
VI-3HYjH4s4,shot_56,2136,463.696564,480.680206,#vehicle/#outdoor/#car/#ground_vehicles/#driver,467.967499
kUX0PHq1M7U,shot_328,49425,2403.768066,2410.374512,#ground_vehicles/#vehicle/#truck/#car/#outdoor,2404.168457
bpnbyhp9Gck,shot_49,11494,293.159546,301.034058,#vehicle/#ground_vehicles/#outdoor/#pickup_truck/#car,293.726776
OZ5_iU6YjbU,shot_67,81914,130.833328,137.766663,#exiting_a_vehicle/#driver/#vehicle/#primate/#ground_vehicles,134.399994
Wjd0iLfoUfQ,shot_8,78344,25.058367,31.731701,#ground_vehicles/#sports_car/#vehicle/#car/#car_racing,26.159468
CKgYGgMoV_E,shot_3,88078,25.792433,37.370667,#outdoor/#car/#vehicle/#eukaryotic_organism/#ground_vehicles,26.025999
aiRgiivuK5E,shot_1,12264,16.320000,27.120001,#vehicle/#ground_vehicles/#outdoor/#car/#eukaryotic_organism,23.320000
ZFBqQRWq_Yg,shot_32,80258,65.120003,77.160004,#outdoor/#vehicle/#ground_vehicles/#car/#text,69.480003
XLDDzJnpSh0,shot_14,12072,72.400002,79.440002,#ground_vehicles/#vehicle/#car/#outdoor/#exiting_a_vehicle,75.839996
OwvYlyYnpYs,shot_1,95628,8.174833,37.937901,#vehicle/#car/#ground_vehicles/#exiting_a_vehicle/#outdoor,14.581233
I6AB4qdVD3Y,shot_8,96240,43.610233,48.748699,#vehicle/#outdoor/#car/#ground_vehicles/#sports_car,47.147099
LC5br4-KwYc,shot_3,73607,8.733333,26.100000,#vehicle/#ground_vehicles/#car/#outdoor/#eukaryotic_organism,15.100000
o9fUF0Mby68,shot_20,7242,416.816406,424.323914,#vehicle/#car/#outdoor/#ground_vehicles/#yasser_arafat,421.654572
g_RkhbF2CVg,shot_13,109307,63.563499,73.573502,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,67.317253
OwvYlyYnpYs,shot_60,95687,420.720306,426.993225,#vehicle/#ground_vehicles/#outdoor/#car/#construction_vehicles,423.322906
j8gxkJjFYjs,shot_70,86331,275.720001,283.480011,#ground_vehicles/#outdoor/#vehicle/#car/#eukaryotic_organism,278.079987
q3YPTkBRaOk,shot_293,84192,1850.959961,1860.839966,#outdoor/#sports_car/#car_racing/#vehicle/#ground_vehicles,1857.719971
9N1iw5Vdim8,shot_24,69933,104.671234,122.355568,#outdoor/#vehicle/#car/#ground_vehicles/#primate,112.112000
V3wErK1CKWE,shot_0,97332,0.000000,6.339667,#ground_vehicles/#car/#vehicle/#sports_car/#eukaryotic_organism,1.201200
gw96dizsgR4,shot_57,83217,239.360001,245.279999,#road/#outdoor/#vehicle/#ground_vehicles/#car,243.759995
_CiPIOLR-I0,shot_77,82616,1185.809570,1192.733154,#vehicle/#ground_vehicles/#outdoor/#text/#car,1186.476929
OwvYlyYnpYs,shot_12,95639,61.895168,84.017265,#ground_vehicles/#vehicle/#outdoor/#car/#road,69.936531
5etp1AcKcj8,shot_30,5005,188.039993,201.600006,#ground_vehicles/#outdoor/#vehicle/#car/#exiting_car,194.119995
NLmt_VmPwKE,shot_85,100735,250.458542,258.049469,#exiting_a_vehicle/#outdoor/#vehicle/#car/#ground_vehicles,254.003754
eaOfgevPphk,shot_74,73729,783.115662,790.247803,#ground_vehicles/#vehicle/#outdoor/#text/#car,788.412598
Pe7YunsEg2M,shot_3,16893,22.489134,28.962267,#ground_vehicles/#car/#vehicle/#car_racing/#outdoor,28.428400
XKy76I4848w,shot_135,24374,1736.868408,1748.146362,#car/#car_racing/#ground_vehicles/#vehicle/#sports_car,1743.274902
nCg4tzgnAYw,shot_116,115601,243.479996,248.600006,#vehicle/#ground_vehicles/#outdoor/#car/#man_made_thing,246.240005
H5DvsxcN02g,shot_2,36953,49.983269,63.129734,#ground_vehicles/#text/#vehicle/#car/#outdoor,50.183468
Gg67Jw70EP8,shot_8,91246,61.320000,74.919998,#vehicle/#ground_vehicles/#car/#sports_car/#outdoor,61.599998
vmEJvbLk5sU,shot_11,14097,237.103531,243.076172,#sports_car/#car_racing/#car/#ground_vehicles/#outdoor,237.503937
GqA8R8bD9OI,shot_361,9344,804.159973,824.880005,#outdoor/#ground_vehicles/#vehicle/#person/#eukaryotic_organism,804.640015
T-woxJS-0vw,shot_49,43933,305.838867,326.626312,#car/#outdoor/#vehicle/#ground_vehicles/#sports_car,311.611298
3idy1bFtlD8,shot_20,96166,124.290833,131.548080,#driver/#vehicle/#outdoor/#car/#ground_vehicles,129.921463
D7qREVsxpp4,shot_14,6706,159.720001,166.919998,#vehicle/#car/#ground_vehicles/#driver/#yasser_arafat,160.440002
T-woxJS-0vw,shot_193,44077,2101.165771,2107.038330,#sports_car/#car/#car_racing/#outdoor/#eukaryotic_organism,2103.634766
vqi6r5jZ-E8,shot_2,1442,133.033035,144.778107,#vehicle/#driver/#car/#outdoor/#yasser_arafat,134.134140
LU6y4F4bD8Q,shot_6,5515,1455.745972,1461.918823,#vehicle/#car/#ground_vehicles/#outdoor/#yasser_arafat,1456.538452
dxvv1l5CMbU,shot_6,94776,142.275467,153.086273,#outdoor/#person/#car/#vehicle/#primate,143.276474
nEqEwQuWgM8,shot_0,30188,0.000000,7.800000,#car_racing/#ground_vehicles/#car/#vehicle/#sports_car,5.280000
pmEIZs6xU2g,shot_72,10132,248.039993,253.800003,#ground_vehicles/#outdoor/#vehicle/#car/#road,251.000000
WZZ9uccZ370,shot_788,18349,4199.034668,4207.683594,#car/#person/#text/#ground_vehicles/#primate,4205.041016
M4tuyUpqwT4,shot_8,10389,25.280001,32.400002,#car/#vehicle/#outdoor/#ground_vehicles/#eukaryotic_organism,32.000000
amrZT5ssdQU,shot_6,108467,31.197832,42.475765,#vehicle/#outdoor/#car/#ground_vehicles/#sports_car,38.671967
AO34aaomWKs,shot_19,9405,43.510132,49.549500,#vehicle/#outdoor/#ground_vehicles/#car/#daytime_outdoor,44.411034
q3YPTkBRaOk,shot_327,84226,2061.760010,2069.639893,#car_racing/#ground_vehicles/#vehicle/#sports_car/#outdoor,2064.639893
S_4puFnR274,shot_1,42341,0.560000,14.360000,#car/#outdoor/#ground_vehicles/#road/#vehicle,12.480000
vW-hVj39MUM,shot_54,10631,275.525238,282.824219,#vehicle/#outdoor/#ground_vehicles/#van/#car,276.234283
TzQQnYKe59k,shot_69,48852,436.903137,448.581482,#vehicle/#driver/#ground_vehicles/#car/#person,437.837402
4ZD9qNNCS9U,shot_2,93782,42.876167,53.620232,#primate/#car/#vehicle/#exiting_a_vehicle/#eukaryotic_organism,44.444401
N8AM4fQriDk,shot_50,7696,298.047760,305.930634,#vehicle/#road/#ground_vehicles/#trees/#outdoor,303.052765
AZD-X-CRZPk,shot_9,5585,279.760010,305.799988,#driver/#car/#vehicle/#primate/#person,282.279999
291piMjdd7Y,shot_4,42202,36.302933,43.777065,#car/#vehicle/#outdoor/#man_made_thing/#ground_vehicles,43.643600
U9vO30n_Hq0,shot_44,77412,259.926605,265.432098,#ground_vehicles/#vehicle/#outdoor/#car/#eukaryotic_organism,263.229889
XNYMS9ewmcU,shot_433,92888,1257.856567,1268.033447,#vehicle/#car/#exiting_a_vehicle/#primate/#outdoor,1266.632080
