youtubeID,shot,concept,start,end,concepts,probability
ofYUM5q8Yn8,shot_19,84378,362.640015,367.640015,#vehicle/#ground_vehicles/#car/#road/#exiting_car,365.799988
aiRgiivuK5E,shot_8,12271,88.120003,98.480003,#ground_vehicles/#car/#vehicle/#outdoor/#road,94.839996
OwvYlyYnpYs,shot_33,95660,214.180634,220.153275,#vehicle/#car/#ground_vehicles/#exiting_a_vehicle/#van,219.452560
L_bLkjBb5co,shot_52,4951,306.572937,321.087433,#vehicle/#ground_vehicles/#car/#outdoor/#road,306.973328
24dgOR2cCbM,shot_9,76401,82.540794,88.505081,#car/#outdoor/#vehicle/#exiting_car/#ground_vehicles,83.374954
5EItLA0y1-k,shot_42,97274,222.956070,229.395828,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#outdoor,223.323105
WZZ9uccZ370,shot_995,18556,5251.446289,5256.811523,#car/#vehicle/#exiting_a_vehicle/#person/#ground_vehicles,5252.447266
_NRbhU2pWb4,shot_5,91107,93.293198,102.569130,#car/#text/#vehicle/#ground_vehicles/#van,93.693604
T1MAsrqyLAc,shot_0,5544,0.000000,8.200000,#car/#vehicle/#ground_vehicles/#text/#sports_car,0.000000
7b6xfxpSnvM,shot_5,97161,15.982633,27.494133,#vehicle/#car/#ground_vehicles/#outdoor/#exiting_a_vehicle,20.020000
AcjoWioRX7s,shot_62,2724,171.479996,177.800003,#vehicle/#outdoor/#car/#minivan/#exiting_car,177.199997
fVWbeOa2Ow8,shot_6,7427,60.320000,75.480003,#car/#ground_vehicles/#vehicle/#minivan/#outdoor,68.040001
1CTZuQ6hGys,shot_17,92426,208.300003,221.666672,#car/#ground_vehicles/#vehicle/#outdoor/#yasser_arafat,217.866669
HoHFRCV4VxU,shot_2,31630,19.566668,26.700001,#vehicle/#ground_vehicles/#car/#outdoor/#road,21.166668
gRltOXgPmlo,shot_73,97610,298.839996,307.000000,#vehicle/#car/#truck/#ground_vehicles/#emergency_vehicles,304.440002
6oOhkp4y9wE,shot_3,3876,152.151993,179.946426,#vehicle/#car/#outdoor/#ground_vehicles/#person,169.369202
VPmK1O1g8Tk,shot_77,12052,659.119995,668.440002,#vehicle/#ground_vehicles/#car/#van/#minivan,666.919983
ZFBqQRWq_Yg,shot_185,80411,590.679993,601.799988,#car/#outdoor/#vehicle/#person/#ground_vehicles,590.919983
HSMjMf9FvH4,shot_18,107353,51.251202,58.291569,#exiting_a_vehicle/#vehicle/#car/#ground_vehicles/#man_made_thing,56.456402
eaOfgevPphk,shot_103,73758,928.385803,935.559631,#vehicle/#ground_vehicles/#car/#outdoor/#sports_car,934.642029
L_bLkjBb5co,shot_7,4906,34.968266,41.307934,#vehicle/#ground_vehicles/#car/#outdoor/#road,34.968266
ydtGew7bWuw,shot_59,70913,559.559021,575.366455,#vehicle/#ground_vehicles/#car/#outdoor/#road,563.813232
wrzUCQHArlg,shot_14,97319,41.441399,57.323933,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#primate,43.843800
gRltOXgPmlo,shot_500,98037,2207.959961,2214.600098,#vehicle/#ground_vehicles/#car/#outdoor/#truck,2209.080078
isIj2iJSH9E,shot_2,68745,11.311300,17.617599,#vehicle/#ground_vehicles/#car/#eukaryotic_organism/#outdoor,13.613600
1J4gzL74Dxs,shot_162,37175,1855.553711,1864.829590,#sports_car/#car/#ground_vehicles/#outdoor/#vehicle,1864.662842
4W-Tk43F3TU,shot_36,96627,142.308838,147.714233,#vehicle/#exiting_a_vehicle/#car/#ground_vehicles/#van,142.709229
JPeRZ32niMU,shot_0,7208,0.000000,22.666668,#car/#vehicle/#ground_vehicles/#outdoor/#car_racing,9.200000
4IzswCEPBdI,shot_158,87863,682.515137,687.728699,#vehicle/#ground_vehicles/#car/#sports_car/#outdoor,686.852844
BtwWUTSailQ,shot_15,76370,169.320007,174.520004,#car/#ground_vehicles/#vehicle/#sports_car/#eukaryotic_organism,171.600006
L_bLkjBb5co,shot_47,4946,271.604675,283.850220,#ground_vehicles/#car/#vehicle/#outdoor/#yasser_arafat,280.513580
_IvF4X658hY,shot_134,87347,357.982635,364.405701,#ground_vehicles/#car/#vehicle/#road/#outdoor,362.487122
XKy76I4848w,shot_34,24273,470.136322,475.675201,#car_racing/#car/#ground_vehicles/#vehicle/#sports_car,471.604462
b6WDwsdH_A0,shot_25,102145,269.143860,285.326721,#car/#ground_vehicles/#vehicle/#outdoor/#primate,276.901611
sAnSvd2Lt5Y,shot_12,7277,99.839996,112.000000,#car/#ground_vehicles/#vehicle/#exiting_a_vehicle/#outdoor,105.040001
VPmK1O1g8Tk,shot_15,11990,92.959999,99.000000,#ground_vehicles/#vehicle/#car/#minivan/#outdoor,94.239998
XuHIemMF4kY,shot_340,102691,1040.247559,1047.755005,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#van,1040.706299
OwvYlyYnpYs,shot_32,95659,206.406204,214.180634,#vehicle/#ground_vehicles/#car/#construction_vehicles/#pickup_truck,212.645767
ofYUM5q8Yn8,shot_31,84390,421.760010,426.760010,#vehicle/#ground_vehicles/#car/#sports_car/#car_racing,421.959991
A__FwwWGR2I,shot_61,110568,1246.870605,1260.634399,#vehicle/#car/#ground_vehicles/#outdoor/#driver,1252.834961
A__FwwWGR2I,shot_18,110525,122.413956,129.170715,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,126.918457
jgQJjrqts0k,shot_18,114589,126.000000,133.000000,#van/#car/#vehicle/#exiting_a_vehicle/#ground_vehicles,127.000000
ofYUM5q8Yn8,shot_25,84384,391.760010,396.760010,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,394.119995
5-LfZaQpKmc,shot_99,17215,258.291382,264.964691,#ground_vehicles/#car/#vehicle/#road/#text,258.491577
tY11l8wAzyU,shot_17,10984,93.583336,98.750000,#ground_vehicles/#car/#vehicle/#outdoor/#eukaryotic_organism,98.416664
Lsfb8D-qfTg,shot_2,109533,8.240000,13.520000,#car/#vehicle/#ground_vehicles/#exiting_a_vehicle/#primate,12.840000
5Ax45-TDVbM,shot_40,90657,52.400002,58.040001,#vehicle/#ground_vehicles/#car/#outdoor/#man_made_thing,57.200001
ZFBqQRWq_Yg,shot_83,80309,241.160004,247.080002,#vehicle/#car/#road/#outdoor/#ground_vehicles,241.320007
XuHIemMF4kY,shot_349,102700,1074.740356,1079.745361,#vehicle/#exiting_a_vehicle/#ground_vehicles/#car/#van,1076.742310
BtwWUTSailQ,shot_9,76364,124.639999,129.759995,#car_racing/#sports_car/#vehicle/#car/#ground_vehicles,125.040001
AaySG0SghWs,shot_30,96981,87.239998,92.919998,#car/#vehicle/#ground_vehicles/#minivan/#exiting_a_vehicle,90.839996
wzAIHrfXK2s,shot_247,93554,673.305969,688.387695,#ground_vehicles/#vehicle/#car/#exiting_a_vehicle/#construction_vehicles,682.281616
ZFBqQRWq_Yg,shot_103,80329,291.920013,297.200012,#sports_car/#car/#ground_vehicles/#car_racing/#vehicle,292.000000
qWXY96BfNgM,shot_51,103102,335.868866,343.376373,#truck/#outdoor/#exiting_car/#vehicle/#car,339.872864
5tfKnDsB0YM,shot_83,109973,836.377197,848.430908,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,839.213379
5TtbA5ckQvE,shot_23,4757,72.559998,77.639999,#vehicle/#car/#ground_vehicles/#text/#eukaryotic_organism,72.959999
A__FwwWGR2I,shot_59,110566,1225.474243,1231.521973,#vehicle/#car/#ground_vehicles/#driver/#eukaryotic_organism,1227.309448
lSyUb9gORis,shot_16,7400,109.959999,115.720001,#car/#vehicle/#ground_vehicles/#text/#yasser_arafat,111.879997
BtwWUTSailQ,shot_3,76358,21.799999,29.520000,#car/#vehicle/#ground_vehicles/#driver/#outdoor,21.840000
eaOfgevPphk,shot_133,73788,1088.545776,1093.759277,#vehicle/#car/#outdoor/#ground_vehicles/#road,1090.506104
sAnSvd2Lt5Y,shot_94,7359,561.599976,568.719971,#ground_vehicles/#vehicle/#car/#sports_car/#outdoor,567.760010
mArW3_iW6UM,shot_101,6596,419.485718,426.659576,#ground_vehicles/#vehicle/#car/#exiting_a_vehicle/#outdoor,422.355255
hJ2BnOHV27A,shot_6,81601,53.000000,64.040001,#car/#vehicle/#driver/#outdoor/#ground_vehicles,53.759998
p4ngsDeCZXo,shot_16,11403,77.400002,84.400002,#vehicle/#car/#ground_vehicles/#outdoor/#exiting_a_vehicle,78.919998
bRX9kRQy2P0,shot_88,112590,516.850159,522.656006,#vehicle/#car/#ground_vehicles/#minivan/#exiting_a_vehicle,518.551880
xIAYu3rqm5Q,shot_22,75787,142.679993,156.759995,#vehicle/#car/#ground_vehicles/#outdoor/#primate,147.000000
aiRgiivuK5E,shot_5,12268,47.959999,57.880001,#ground_vehicles/#vehicle/#car/#outdoor/#road,53.080002
5TtbA5ckQvE,shot_26,4760,82.720001,88.080002,#car/#vehicle/#ground_vehicles/#text/#exiting_a_vehicle,83.040001
3fnTZKvX5jg,shot_199,77133,509.509003,515.306458,#vehicle/#car/#ground_vehicles/#outdoor/#yasser_arafat,512.428589
vW-hVj39MUM,shot_52,10629,252.335419,260.218292,#road/#vehicle/#ground_vehicles/#car/#outdoor,258.841919
5etp1AcKcj8,shot_12,4987,104.879997,117.959999,#ground_vehicles/#vehicle/#car/#outdoor/#text,105.720001
XuHIemMF4kY,shot_108,102459,320.695374,326.242584,#vehicle/#ground_vehicles/#car/#construction_vehicles/#truck,320.695374
jgQJjrqts0k,shot_3,114574,21.000000,28.000000,#car/#minivan/#vehicle/#ground_vehicles/#construction_vehicles,26.000000
ZFBqQRWq_Yg,shot_120,80346,328.839996,334.760010,#outdoor/#vehicle/#car/#ground_vehicles/#daytime_outdoor,334.200012
eG6nhuxv078,shot_28,98442,292.899994,300.799988,#vehicle/#ground_vehicles/#car/#van/#minivan,300.700012
4IzswCEPBdI,shot_114,87819,472.221741,480.980499,#vehicle/#car/#ground_vehicles/#sports_car/#outdoor,473.556427
wGW1m2lJfAs,shot_1,93252,10.477133,25.959267,#vehicle/#car/#driver/#ground_vehicles/#outdoor,18.885532
RmNcoo-aAkM,shot_72,9857,304.137177,309.600952,#car/#vehicle/#ground_vehicles/#outdoor/#minivan,304.637665
gRltOXgPmlo,shot_395,97932,1821.280029,1827.560059,#car_racing/#sports_car/#vehicle/#ground_vehicles/#outdoor,1827.040039
gxeKvpC9oXk,shot_23,35766,112.400002,122.366669,#car/#vehicle/#outdoor/#car_racing/#ground_vehicles,113.199997
4AFC9sh1msM,shot_2,96680,54.954899,70.503769,#vehicle/#ground_vehicles/#car/#outdoor/#van,57.023632
aiRgiivuK5E,shot_19,12282,170.800003,178.279999,#ground_vehicles/#car/#vehicle/#outdoor/#text,176.880005
bRX9kRQy2P0,shot_63,112565,370.236908,377.610931,#exiting_a_vehicle/#vehicle/#car/#construction_vehicles/#ground_vehicles,376.776764
UaZGro6_bdY,shot_24,89949,119.440002,126.239998,#vehicle/#car/#ground_vehicles/#outdoor/#sports_car,123.639999
9LJl5-32YDw,shot_23,8658,64.199997,69.760002,#vehicle/#car/#ground_vehicles/#man_made_thing/#driver,67.639999
-Tzc7SBkcV4,shot_15,115627,83.650230,99.499397,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#outdoor,86.886803
ofYUM5q8Yn8,shot_9,84368,314.480011,319.480011,#ground_vehicles/#vehicle/#car/#road/#outdoor,319.239990
aiRgiivuK5E,shot_18,12281,162.360001,170.800003,#ground_vehicles/#vehicle/#car/#outdoor/#construction_vehicles,169.199997
zdB3YcxX5YY,shot_5,83455,37.070366,46.946899,#vehicle/#ground_vehicles/#car/#outdoor/#exiting_a_vehicle,46.413033
XuHIemMF4kY,shot_345,102696,1060.142456,1066.148438,#exiting_a_vehicle/#vehicle/#ground_vehicles/#car/#van,1060.225830
UaZGro6_bdY,shot_36,89961,261.839996,280.160004,#ground_vehicles/#car/#vehicle/#sports_car/#outdoor,278.480011
jgQJjrqts0k,shot_13,114584,91.000000,98.000000,#ground_vehicles/#car/#vehicle/#minivan/#text,93.000000
pmEIZs6xU2g,shot_78,10138,262.839996,269.040009,#car/#outdoor/#ground_vehicles/#vehicle/#exiting_car,266.200012
HoHFRCV4VxU,shot_24,31652,306.433319,321.866669,#outdoor/#car/#ground_vehicles/#road/#vehicle,313.233337
xtUwF5dlBCw,shot_121,74113,379.839996,396.000000,#vehicle/#ground_vehicles/#car/#outdoor/#construction_vehicles,394.920013
lQKetQkUkxY,shot_76,88264,399.799988,408.279999,#vehicle/#ground_vehicles/#car/#outdoor/#construction_vehicles,400.959991
anw2cY8f1t0,shot_136,5792,426.399994,431.679993,#car/#vehicle/#ground_vehicles/#outdoor/#exiting_a_vehicle,427.559998
rFKJKYz9e60,shot_131,6307,390.760010,401.279999,#vehicle/#ground_vehicles/#car/#outdoor/#exiting_a_vehicle,391.440002
wzAIHrfXK2s,shot_5,93312,29.662968,37.704334,#vehicle/#ground_vehicles/#car/#outdoor/#road,30.530500
D7qREVsxpp4,shot_15,6707,166.919998,178.440002,#car/#vehicle/#ground_vehicles/#man_made_thing/#driver,168.600006
aiRgiivuK5E,shot_9,12272,98.480003,114.639999,#car/#ground_vehicles/#vehicle/#outdoor/#emergency_vehicles,101.559998
pmEIZs6xU2g,shot_150,10210,429.799988,435.720001,#ground_vehicles/#car/#vehicle/#car_racing/#outdoor,431.720001
gRltOXgPmlo,shot_504,98041,2223.080078,2229.360107,#ground_vehicles/#vehicle/#car/#outdoor/#truck,2226.439941
VxvAkUupnKw,shot_45,72598,569.402161,577.827271,#vehicle/#car/#ground_vehicles/#outdoor/#sports_car,570.403137
zkJ2Kjc_l6E,shot_3,111821,61.194466,70.770699,#vehicle/#car/#ground_vehicles/#exiting_a_vehicle/#man_made_thing,61.661598
qPyKVkSDLbU,shot_22,30241,197.679993,203.399994,#vehicle/#car/#outdoor/#ground_vehicles/#pickup_truck,199.720001
UUkWBLJymlA,shot_26,80212,193.300003,200.433334,#ground_vehicles/#vehicle/#sports_car/#car/#outdoor,195.033340
WZZ9uccZ370,shot_1191,18752,6442.235840,6450.924316,#vehicle/#car/#outdoor/#ground_vehicles/#text,6445.358887
_aoSRH9Ddhs,shot_26,106031,477.443634,482.582092,#vehicle/#car/#ground_vehicles/#outdoor/#minivan,480.480011
D1TiIQb8lpc,shot_4,76310,19.040001,25.799999,#vehicle/#ground_vehicles/#car/#construction_vehicles/#outdoor,21.600000
WOZqD48yVNo,shot_104,21145,943.609314,952.952026,#car_racing/#car/#sports_car/#vehicle/#ground_vehicles,945.044128
gRltOXgPmlo,shot_467,98004,2108.040039,2113.959961,#ground_vehicles/#vehicle/#car/#outdoor/#pickup_truck,2111.439941
_EvgxIyI-6A,shot_18,104791,260.360107,269.469208,#car/#ground_vehicles/#vehicle/#outdoor/#sports_car,265.398468
lP9c44rWiqA,shot_6,110449,23.523500,29.404375,#ground_vehicles/#vehicle/#car/#van/#outdoor,26.693333
VPmK1O1g8Tk,shot_60,12035,544.640015,555.359985,#vehicle/#car/#exiting_a_vehicle/#ground_vehicles/#man_made_thing,550.080017
Pity7DWu2ow,shot_91,11969,368.301270,381.481110,#ground_vehicles/#vehicle/#outdoor/#car/#exiting_a_vehicle,368.935242
_EvgxIyI-6A,shot_2,104775,6.339667,13.646967,#car/#vehicle/#ground_vehicles/#outdoor/#text,6.339667
oRiGKtwoAG0,shot_46,96823,411.811401,420.653564,#car/#vehicle/#ground_vehicles/#man_made_thing/#yasser_arafat,417.550476
JQ1znzwYrIs,shot_4,89618,68.835434,78.144730,#ground_vehicles/#car/#vehicle/#outdoor/#trees,76.209465
3fnTZKvX5jg,shot_359,77293,1028.026978,1033.699341,#car_racing/#car/#sports_car/#ground_vehicles/#vehicle,1032.656616
gw96dizsgR4,shot_122,83282,503.440002,509.000000,#sports_car/#car_racing/#ground_vehicles/#car/#vehicle,505.000000
XKy76I4848w,shot_43,24282,536.035522,547.246704,#vehicle/#car_racing/#car/#ground_vehicles/#outdoor,544.010132
qPyKVkSDLbU,shot_50,30269,386.160004,392.040009,#outdoor/#car/#ground_vehicles/#vehicle/#police_truck,389.519989
QcpL3ZHDYRA,shot_190,95625,556.522644,564.997742,#vehicle/#ground_vehicles/#outdoor/#car/#road,564.497253
gRltOXgPmlo,shot_153,97690,638.400024,647.119995,#car/#vehicle/#ground_vehicles/#outdoor/#man_made_thing,646.559998
7MYjn4-1ssY,shot_199,36749,1654.319946,1674.479980,#ground_vehicles/#car/#outdoor/#car_racing/#vehicle,1671.479980
WjLJ6i8iYJc,shot_18,75545,56.806751,64.981583,#car_racing/#vehicle/#car/#sports_car/#ground_vehicles,62.645916
q3YPTkBRaOk,shot_437,84336,3009.040039,3019.120117,#sports_car/#car_racing/#car/#ground_vehicles/#outdoor,3018.639893
3idy1bFtlD8,shot_23,96169,146.563080,157.615799,#driver/#vehicle/#car/#ground_vehicles/#outdoor,152.151993
MBiX7dVQsL8,shot_10,107565,126.199997,131.933334,#car/#vehicle/#ground_vehicles/#person/#man_made_thing,131.366669
lQKetQkUkxY,shot_30,88218,139.360001,145.839996,#vehicle/#ground_vehicles/#car/#exiting_car/#outdoor,140.800003
g-DnQgLt6ok,shot_267,67874,799.033325,806.433350,#outdoor/#ground_vehicles/#vehicle/#car/#traffic,803.833313
anw2cY8f1t0,shot_167,5823,515.760010,521.039978,#car/#minivan/#ground_vehicles/#vehicle/#person,520.479980
nCjrhwym7r0,shot_15,76185,204.370834,210.835632,#ground_vehicles/#car/#vehicle/#outdoor/#person,204.537674
Sh_8zMVlNVM,shot_74,108746,209.042160,217.300415,#car/#ground_vehicles/#sports_car/#outdoor/#vehicle,213.880341
WZZ9uccZ370,shot_1276,18837,6870.583496,6876.309570,#vehicle/#ground_vehicles/#car/#outdoor/#emergency_vehicles,6875.468750
WZZ9uccZ370,shot_321,17882,1608.046387,1613.812256,#vehicle/#ground_vehicles/#car/#outdoor/#emergency_vehicles,1613.411743
WZZ9uccZ370,shot_444,18005,2414.452148,2420.217773,#vehicle/#text/#car/#outdoor/#ground_vehicles,2417.054688
e8WyvVbVu4k,shot_26,83588,197.279999,205.440002,#car_racing/#sports_car/#vehicle/#ground_vehicles/#car,199.919998
rFKJKYz9e60,shot_129,6305,365.399994,375.519989,#ground_vehicles/#vehicle/#outdoor/#car/#exiting_a_vehicle,373.679993
59tzOQqGIl4,shot_9,36454,29.040001,38.160000,#sports_car/#car_racing/#car/#ground_vehicles/#vehicle,29.040001
A__FwwWGR2I,shot_51,110558,1037.411377,1052.051025,#vehicle/#car/#ground_vehicles/#driver/#eukaryotic_organism,1051.133423
Tcq96SOmuQ0,shot_13,77810,231.240005,236.839996,#vehicle/#ground_vehicles/#car/#outdoor/#eukaryotic_organism,235.320007
gQVRl_4IRIU,shot_9,105803,67.200470,82.649231,#outdoor/#car/#text/#ground_vehicles/#vehicle,72.071999
3ea8_CNdJ54,shot_76,11740,297.880920,303.344696,#vehicle/#car/#driver/#outdoor/#ground_vehicles,300.842194
ZFBqQRWq_Yg,shot_46,80272,127.919998,133.119995,#ground_vehicles/#car/#vehicle/#outdoor/#sports_car,131.800003
cdLrYS_3PmI,shot_73,97138,281.239990,290.559998,#car/#outdoor/#vehicle/#ground_vehicles/#police_car,285.799988
FEmG0gSUBhQ,shot_135,71434,942.141174,950.883240,#sports_car/#ground_vehicles/#vehicle/#car/#car_racing,946.378784
osTgtz0-UW4,shot_105,8199,493.541656,499.958344,#vehicle/#ground_vehicles/#car/#minivan/#outdoor,494.041656
4AFC9sh1msM,shot_44,96722,1243.709106,1250.549316,#vehicle/#car/#ground_vehicles/#outdoor/#exiting_a_vehicle,1244.776855
RXYv7eymvHo,shot_64,1265,283.600006,289.920013,#car/#outdoor/#exiting_car/#vehicle/#road,288.959991
g-DnQgLt6ok,shot_242,67849,614.133362,626.099976,#outdoor/#road/#car/#vehicle/#ground_vehicles,620.133362
jFIjOPFYBeE,shot_112,43170,322.864197,329.746094,#vehicle/#ground_vehicles/#car/#outdoor/#eukaryotic_organism,325.950623
U9vO30n_Hq0,shot_40,77408,223.590256,229.596268,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,226.393066
MGBhVKhwV1I,shot_6,89198,20.420401,37.170467,#vehicle/#car/#ground_vehicles/#primate/#outdoor,27.427401
mArW3_iW6UM,shot_143,6638,635.534912,643.909912,#ground_vehicles/#car/#vehicle/#construction_vehicles/#outdoor,635.534912
5U798WKOhvk,shot_15,10052,462.920013,471.640015,#vehicle/#car/#exiting_a_vehicle/#primate/#driver,467.040009
wrzUCQHArlg,shot_9,97314,18.852167,28.995632,#car/#vehicle/#primate/#ground_vehicles/#person,23.256567
Bqwok5-ehbA,shot_443,101853,1702.492432,1709.332642,#ground_vehicles/#vehicle/#car/#outdoor/#exiting_a_vehicle,1707.956299
mArW3_iW6UM,shot_68,6563,266.866608,274.207275,#ground_vehicles/#car/#vehicle/#outdoor/#exiting_a_vehicle,271.437836
d6AnXi2N_do,shot_126,3092,361.480011,366.720001,#ground_vehicles/#vehicle/#car/#construction_vehicles/#minivan,366.480011
GqA8R8bD9OI,shot_125,9108,248.199997,257.399994,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#driver,257.079987
_IvF4X658hY,shot_97,87310,248.248001,255.129868,#ground_vehicles/#vehicle/#car/#outdoor/#road,250.250000
WOZqD48yVNo,shot_122,21163,1131.029907,1142.841675,#car/#vehicle/#ground_vehicles/#car_racing/#sports_car,1134.133057
XuHIemMF4kY,shot_337,102688,1021.270264,1031.780762,#vehicle/#ground_vehicles/#car/#exiting_a_vehicle/#outdoor,1025.190796
075jHElR8XU,shot_10,2368,23.160000,35.840000,#ground_vehicles/#text/#vehicle/#person/#car,23.320000
6f9B4jUkSL0,shot_94,41775,103.269836,112.312202,#car/#vehicle/#outdoor/#sports_car/#ground_vehicles,111.578133
KVdme4ISq8Y,shot_24,88299,174.520004,182.919998,#ground_vehicles/#car/#vehicle/#sports_car/#outdoor,178.800003
HSMjMf9FvH4,shot_108,107443,750.483093,756.522461,#vehicle/#ground_vehicles/#car/#road/#exiting_car,755.254517
gRltOXgPmlo,shot_410,97947,1898.000000,1903.199951,#vehicle/#text/#ground_vehicles/#car/#emergency_vehicles,1901.560059
0DlhPeeW2BA,shot_21,3580,154.053894,160.426926,#road/#vehicle/#ground_vehicles/#car/#outdoor,156.656494
vZD8rfF0-n8,shot_15,94694,46.613232,51.718334,#vehicle/#ground_vehicles/#car/#road/#outdoor,50.950901
XKy76I4848w,shot_101,24340,1056.088379,1064.296509,#car_racing/#vehicle/#ground_vehicles/#outdoor/#car,1064.163086
4W-Tk43F3TU,shot_46,96637,193.860336,201.100906,#car/#ground_vehicles/#vehicle/#exiting_a_vehicle/#outdoor,194.994797
eaOfgevPphk,shot_161,73816,1270.602661,1278.110107,#vehicle/#sports_car/#ground_vehicles/#outdoor/#car,1276.108154
ydtGew7bWuw,shot_16,70870,186.728210,198.740204,#vehicle/#car/#ground_vehicles/#primate/#exiting_a_vehicle,187.145294
S_4puFnR274,shot_4,42344,21.600000,30.639999,#car_racing/#ground_vehicles/#outdoor/#car/#vehicle,25.920000
I8TRN_gj3Qg,shot_27,113088,361.799988,367.359985,#vehicle/#ground_vehicles/#car/#outdoor/#text,367.320007
a2vcT1bq2XA,shot_27,74987,82.449036,104.070633,#car/#vehicle/#ground_vehicles/#outdoor/#eukaryotic_organism,96.496399
eaOfgevPphk,shot_131,73786,1066.482056,1075.783081,#vehicle/#sports_car/#car/#ground_vehicles/#outdoor,1075.491089
IrvnTpL-yXI,shot_76,39986,130.080002,136.080002,#sports_car/#car_racing/#car/#ground_vehicles/#outdoor,135.839996
erB8Ov5M2rE,shot_114,3235,512.311829,520.086243,#car/#ground_vehicles/#vehicle/#outdoor/#eukaryotic_organism,517.517029
Q2Few-Qin5I,shot_44,73525,193.666672,201.066666,#outdoor/#ground_vehicles/#car/#vehicle/#urban_scenes,193.933334
gxeKvpC9oXk,shot_73,35816,379.766663,388.100006,#sports_car/#car_racing/#car/#ground_vehicles/#vehicle,382.399994
o9fUF0Mby68,shot_18,7240,391.023956,416.449371,#car/#vehicle/#outdoor/#ground_vehicles/#yasser_arafat,407.640564
osTgtz0-UW4,shot_135,8229,645.750000,650.958313,#trees/#vegetation/#ground_vehicles/#car/#vehicle,648.666687
5DpMBu1SAkY,shot_3,111675,53.019634,73.106369,#vehicle/#ground_vehicles/#exiting_a_vehicle/#car/#van,64.798065
Q2Few-Qin5I,shot_6,73487,56.533333,67.233330,#highway/#road/#car/#outdoor/#traffic,59.333332
HwfVZs-VpRk,shot_32,103047,319.899994,334.299988,#car/#outdoor/#vehicle/#ground_vehicles/#person,329.500000
GqA8R8bD9OI,shot_344,9327,764.719971,775.440002,#car/#vehicle/#ground_vehicles/#outdoor/#person,775.159973
oRiGKtwoAG0,shot_39,96816,268.768494,284.984711,#car/#vehicle/#ground_vehicles/#yasser_arafat/#driver,272.205261
amrZT5ssdQU,shot_18,108479,103.770332,115.582130,#vehicle/#car/#ground_vehicles/#outdoor/#traffic,106.172729
lSyUb9gORis,shot_15,7399,104.199997,109.959999,#car/#ground_vehicles/#vehicle/#text/#outdoor,109.000000
GcqyZf_u6tE,shot_384,99359,1294.793457,1304.052734,#ground_vehicles/#vehicle/#car/#outdoor/#minivan,1299.297974
FEmG0gSUBhQ,shot_111,71410,832.531677,839.138306,#sports_car/#car/#ground_vehicles/#car_racing/#outdoor,838.337524
eb1p3GavrwE,shot_40,83057,163.559998,169.839996,#car/#ground_vehicles/#vehicle/#sports_car/#outdoor,167.800003
fp_i33uSzUk,shot_7,93006,23.156467,29.362667,#vehicle/#car/#exiting_a_vehicle/#ground_vehicles/#outdoor,24.057367
zWm_DNvO2gc,shot_13,90613,70.570503,79.512764,#vehicle/#ground_vehicles/#car/#sports_car/#outdoor,76.476402
HoHFRCV4VxU,shot_18,31646,216.800003,231.533340,#car/#ground_vehicles/#vehicle/#outdoor/#car_racing,221.600006
FEmG0gSUBhQ,shot_120,71419,883.882996,888.921387,#sports_car/#car/#outdoor/#ground_vehicles/#driver,888.787903
GqA8R8bD9OI,shot_133,9116,266.119995,275.720001,#vehicle/#car/#ground_vehicles/#exiting_a_vehicle/#driver,272.760010
5tfKnDsB0YM,shot_51,109941,481.689545,488.738251,#ground_vehicles/#vehicle/#car/#minivan/#outdoor,482.356873
p0ymil6jlzw,shot_11,6065,144.944794,162.495667,#car/#vehicle/#ground_vehicles/#outdoor/#car_racing,157.757599
amrZT5ssdQU,shot_31,108492,167.901062,177.076904,#vehicle/#car/#ground_vehicles/#outdoor/#sports_car,174.040527
XKy76I4848w,shot_36,24275,484.116974,496.829681,#vehicle/#car_racing/#ground_vehicles/#car/#outdoor,493.626465
anw2cY8f1t0,shot_42,5698,84.040001,92.959999,#ground_vehicles/#car/#vehicle/#text/#person,89.760002
bcr4fHNJkfc,shot_59,89455,163.830338,171.137634,#ground_vehicles/#car/#vehicle/#outdoor/#exiting_a_vehicle,170.737228
AcjoWioRX7s,shot_156,2818,495.239990,501.959991,#car/#exiting_car/#ground_vehicles/#vehicle/#outdoor,499.760010
dXQoHF80AGw,shot_12,48,109.442665,119.853065,#car/#vehicle/#exiting_a_vehicle/#text/#ground_vehicles,114.147369
BtwWUTSailQ,shot_18,76373,212.119995,217.880005,#ground_vehicles/#vehicle/#car/#yasser_arafat/#man_made_thing,217.679993
ZFBqQRWq_Yg,shot_354,80580,1222.640015,1236.319946,#car/#sports_car/#vehicle/#ground_vehicles/#outdoor,1223.680054
_EvgxIyI-6A,shot_6,104779,26.893534,32.932899,#car/#vehicle/#ground_vehicles/#outdoor/#text,27.560867
xVRZmhnAJOY,shot_0,106248,0.000000,7.941267,#ground_vehicles/#car/#vehicle/#outdoor/#construction_vehicles,1.201200
